,Year,Month,variable,value
1104,1989,1,3,26.7
1105,1989,2,3,28.4
1106,1989,3,3,32.5
1107,1989,4,3,37.3
1108,1989,5,3,43.3
1109,1989,6,3,33.4
1110,1989,7,3,28.8
1111,1989,8,3,31.8
1112,1989,9,3,35.2
1113,1989,10,3,34
1114,1989,11,3,31.1
1115,1989,12,3,27.5
1116,1990,1,3,21.3
1117,1990,2,3,27.4
1118,1990,3,3,26.6
1119,1990,4,3,30.5
1120,1990,5,3,34.5
1121,1990,6,3,34.1
1122,1990,7,3,28.5
1123,1990,8,3,30
1124,1990,9,3,32
1125,1990,10,3,29.5
1126,1990,11,3,30.6
1127,1990,12,3,29.2
1128,1991,1,3,20.5
1129,1991,2,3,26.4
1130,1991,3,3,30.1
1131,1991,4,3,35.7
1132,1991,5,3,39
1133,1991,6,3,33.2
1134,1991,7,3,30.7
1135,1991,8,3,30.5
1136,1991,9,3,32
1137,1991,10,3,32.2
1138,1991,11,3,30.4
1139,1991,12,3,26
1140,1992,1,3,21
1141,1992,2,3,24.4
1142,1992,3,3,29
1143,1992,4,3,37.5
1144,1992,5,3,26.7
1145,1992,6,3,38.8
1146,1992,7,3,32.8
1147,1992,8,3,32.5
1148,1992,9,3,32.8
1149,1992,10,3,34.7
1150,1992,11,3,31.1
1151,1992,12,3,25.7
1152,1993,1,3,26.3
1153,1993,2,3,27.6
1154,1993,3,3,31.2
1155,1993,4,3,37.1
1156,1993,5,3,36
1157,1993,6,3,36.6
1158,1993,7,3,33
1159,1993,8,3,33.4
1160,1993,9,3,29.7
1161,1993,10,3,33.1
1162,1993,11,3,28.9
1163,1993,12,3,28.6
1164,1994,1,3,26.1
1165,1994,2,3,20.4
1166,1994,3,3,29.6
1167,1994,4,3,27.5
1168,1994,5,3,39.8
1169,1994,6,3,****
1170,1994,7,3,31.3
1171,1994,8,3,32.4
1172,1994,9,3,32.2
1173,1994,10,3,31.3
1174,1994,11,3,29.8
1175,1994,12,3,27.9
1176,1995,1,3,22.2
1177,1995,2,3,26.7
1178,1995,3,3,30.5
1179,1995,4,3,37
1180,1995,5,3,40.5
1181,1995,6,3,37
1182,1995,7,3,29.3
1183,1995,8,3,31.7
1184,1995,9,3,31.2
1185,1995,10,3,33
1186,1995,11,3,30
1187,1995,12,3,26
1188,1996,1,3,25.8
1189,1996,2,3,27.2
1190,1996,3,3,31.2
1191,1996,4,3,36.4
1192,1996,5,3,34.8
1193,1996,6,3,33.2
1194,1996,7,3,35
1195,1996,8,3,31.3
1196,1996,9,3,34
1197,1996,10,3,31.8
1198,1996,11,3,30.7
1199,1996,12,3,27.4
1200,1997,1,3,24.5
1201,1997,2,3,24
1202,1997,3,3,31.5
1203,1997,4,3,29
1204,1997,5,3,37.2
1205,1997,6,3,35
1206,1997,7,3,28.5
1207,1997,8,3,34.6
1208,1997,9,3,33.7
1209,1997,10,3,31.7
1210,1997,11,3,30
1211,1997,12,3,25.2
1212,1998,1,3,20
1213,1998,2,3,28.2
1214,1998,3,3,29.3
1215,1998,4,3,33.8
1216,1998,5,3,26.8
1217,1998,6,3,34.5
1218,1998,7,3,32.4
1219,1998,8,3,34.8
1220,1998,9,3,32.7
1221,1998,10,3,31.6
1222,1998,11,3,31
1223,1998,12,3,28.2
1224,1999,1,3,26.8
1225,1999,2,3,27.6
1226,1999,3,3,31.4
1227,1999,4,3,38.7
1228,1999,5,3,37.6
1229,1999,6,3,35
1230,1999,7,3,33.2
1231,1999,8,3,32.2
1232,1999,9,3,31.4
1233,1999,10,3,33
1234,1999,11,3,31.3
1235,1999,12,3,27.6
1236,2000,1,3,21.1
1237,2000,2,3,24.8
1238,2000,3,3,31.8
1239,2000,4,3,38.3
1240,2000,5,3,28.3
1241,2000,6,3,35
1242,2000,7,3,35
1243,2000,8,3,33.4
1244,2000,9,3,33.2
1245,2000,10,3,33.4
1246,2000,11,3,32
1247,2000,12,3,25.8
1248,2001,1,3,24.5
1249,2001,2,3,26.5
1250,2001,3,3,30.2
1251,2001,4,3,37.3
1252,2001,5,3,29.7
1253,2001,6,3,31
1254,2001,7,3,33.4
1255,2001,8,3,33.5
1256,2001,9,3,34.2
1257,2001,10,3,29.6
1258,2001,11,3,32.3
1259,2001,12,3,26.1
1260,2002,1,3,25.2
1261,2002,2,3,26.2
1262,2002,3,3,28.8
1263,2002,4,3,26.8
1264,2002,5,3,33.2
1265,2002,6,3,35.8
1266,2002,7,3,31.6
1267,2002,8,3,30.5
1268,2002,9,3,34
1269,2002,10,3,35
1270,2002,11,3,31
1271,2002,12,3,28.7
1272,2003,1,3,26.1
1273,2003,2,3,26
1274,2003,3,3,35.8
1275,2003,4,3,36.4
1276,2003,5,3,32.5
1277,2003,6,3,38.6
1278,2003,7,3,33.7
1279,2003,8,3,33.2
1280,2003,9,3,32
1281,2003,10,3,33.6
1282,2003,11,3,31.4
1283,2003,12,3,26.6
1284,2004,1,3,13.1
1285,2004,2,3,22.5
1286,2004,3,3,30.6
1287,2004,4,3,36
1288,2004,5,3,37.4
1289,2004,6,3,35
1290,2004,7,3,34
1291,2004,8,3,34
1292,2004,9,3,34.6
1293,2004,10,3,33.6
1294,2004,11,3,30.2
1295,2004,12,3,28.4
1296,2005,1,3,25.7
1297,2005,2,3,23
1298,2005,3,3,34.2
1299,2005,4,3,34.2
1300,2005,5,3,34.5
1301,2005,6,3,40.7
1302,2005,7,3,28
1303,2005,8,3,32.4
1304,2005,9,3,32.6
1305,2005,10,3,28.7
1306,2005,11,3,29.3
1307,2005,12,3,27.8
1308,2006,1,3,26.5
1309,2006,2,3,28.4
1310,2006,3,3,31.4
1311,2006,4,3,35.3
1312,2006,5,3,35.8
1313,2006,6,3,30
1314,2006,7,3,33.4
1315,2006,8,3,32.5
1316,2006,9,3,34
1317,2006,10,3,34.6
1318,2006,11,3,31.5
1319,2006,12,3,25.8
1320,2007,1,3,23
1321,2007,2,3,24
1322,2007,3,3,27
1323,2007,4,3,38
1324,2007,5,3,37.5
1325,2007,6,3,36.4
1326,2007,7,3,33.6
1327,2007,8,3,34.3
1328,2007,9,3,35.6
1329,2007,10,3,34
1330,2007,11,3,31.5
1331,2007,12,3,26.2
1332,2008,1,3,26.3
1333,2008,2,3,22.7
1334,2008,3,3,29.8
1335,2008,4,3,34.4
1336,2008,5,3,35.5
1337,2008,6,3,34
1338,2008,7,3,30.6
1339,2008,8,3,32.6
1340,2008,9,3,34
1341,2008,10,3,32.8
1342,2008,11,3,31
1343,2008,12,3,28.2
1344,2009,1,3,23.7
1345,2009,2,3,26.2
1346,2009,3,3,30.5
1347,2009,4,3,35.3
1348,2009,5,3,32.4
1349,2009,6,3,34
1350,2009,7,3,28.5
1351,2009,8,3,34
1352,2009,9,3,33.2
1353,2009,10,3,32.2
1354,2009,11,3,33.8
1355,2009,12,3,27.6
1356,2010,1,3,20.3
1357,2010,2,3,27.5
1358,2010,3,3,35.2
1359,2010,4,3,39
1360,2010,5,3,37
1361,2010,6,3,37
1362,2010,7,3,34
1363,2010,8,3,35
1364,2010,9,3,35.6
1365,2010,10,3,35.5
1366,2010,11,3,30.5
1367,2010,12,3,27.8
1368,2011,1,3,20.5
1369,2011,2,3,26.2
1370,2011,3,3,32.5
1371,2011,4,3,34.5
1372,2011,5,3,35.7
1373,2011,6,3,36.2
1374,2011,7,3,31
1375,2011,8,3,33
1376,2011,9,3,33.6
1377,2011,10,3,35
1378,2011,11,3,28.6
1379,2011,12,3,29
1380,2012,1,3,21.2
1381,2012,2,3,25.4
1382,2012,3,3,32.6
1383,2012,4,3,38.4
1384,2012,5,3,37.2
1385,2012,6,3,39.5
1386,2012,7,3,32.6
1387,2012,8,3,35
1388,2012,9,3,33.2
1389,2012,10,3,34
1390,2012,11,3,25.4
1391,2012,12,3,26.8
1392,2013,1,3,26.5
1393,2013,2,3,28
1394,2013,3,3,30.4
1395,2013,4,3,37.5
1396,2013,5,3,39.4
1397,2013,6,3,37
1398,2013,7,3,33.5
1399,2013,8,3,35.1
1400,2013,9,3,33
1401,2013,10,3,30.3
1402,2013,11,3,30.8
1403,2013,12,3,29.3
1404,2014,1,3,23.4
1405,2014,2,3,21
1406,2014,3,3,29.4
1407,2014,4,3,39.1
1408,2014,5,3,34.8
1409,2014,6,3,36.7
1410,2014,7,3,31.6
1411,2014,8,3,34.1
1412,2014,9,3,35.2
1413,2014,10,3,33.5
1414,2014,11,3,32.3
1415,2014,12,3,26.8
1416,2015,1,3,24
1417,2015,2,3,28
1418,2015,3,3,30.4
1419,2015,4,3,34.7
1420,2015,5,3,36.2
1421,2015,6,3,37.2
1422,2015,7,3,34.4
1423,2015,8,3,32.1
1424,2015,9,3,32.4
1425,2015,10,3,35.6
1426,2015,11,3,31.6
1427,2015,12,3,29.8
1428,2016,1,3,26
1429,2016,2,3,26
1430,2016,3,3,34.2
1431,2016,4,3,31
1432,2016,5,3,34.6
1433,2016,6,3,37.1
1434,2016,7,3,31.4
1435,2016,8,3,35.5
1436,2016,9,3,34.4
1437,2016,10,3,35.5
1438,2016,11,3,32.7
1439,2016,12,3,28.8
1440,2017,1,3,25.5
1441,2017,2,3,24.4
1442,2017,3,3,33.5
1443,2017,4,3,37.9
1444,2017,5,3,36.5
1445,2017,6,3,36.5
1446,2017,7,3,31.5
1447,2017,8,3,33.5
1448,2017,9,3,34
1449,2017,10,3,34.8
1450,2017,11,3,31.6
1451,2017,12,3,28
1452,2018,1,3,23.6
1453,2018,2,3,26.8
1454,2018,3,3,34
1455,2018,4,3,35.6
1456,2018,5,3,32.1
1457,2018,6,3,34.4
1458,2018,7,3,31.7
1459,2018,8,3,33.5
1460,2018,9,3,34.5
1461,2018,10,3,35.8
1462,2018,11,3,33.2
1463,2018,12,3,27
1464,2019,1,3,24.6
1465,2019,2,3,28
1466,2019,3,3,28.2
1467,2019,4,3,30.4
1468,2019,5,3,32.1
1469,2019,6,3,31.8
1470,2019,7,3,34.4
1471,2019,8,3,35
1472,2019,9,3,34.5
1473,2019,10,3,32.8
1474,2019,11,3,31.2
1475,2019,12,3,27.4
1476,2020,1,3,23.6
1477,2020,2,3,23.6
1478,2020,3,3,31.6
1479,2020,4,3,37
1480,2020,5,3,32.7
1481,2020,6,3,35.6
1482,2020,7,3,35.6
1483,2020,8,3,36.3
1484,2020,9,3,35.7
1485,2020,10,3,34.8
1486,2020,11,3,32.2
1487,2020,12,3,28
1488,2021,1,3,26.7
1489,2021,2,3,25.5
1490,2021,3,3,32.2
1491,2021,4,3,38
1492,2021,5,3,36.2
1493,2021,6,3,36.3
1494,2021,7,3,36
1495,2021,8,3,34
1496,2021,9,3,34.4
1497,2021,10,3,33.6
1498,2021,11,3,31.1
1499,2021,12,3,29.7
1500,2022,1,3,22.4
1501,2022,2,3,26.6
1502,2022,3,3,30.6
1503,2022,4,3,34.9
1504,2022,5,3,26.5
1505,2022,6,3,36.4
1506,2022,7,3,35.1
1507,2022,8,3,34.7
1508,2022,9,3,****
1509,2022,10,3,****
1510,2022,11,3,****
1511,2022,12,3,****
1512,1981,1,4,23.9
1513,1981,2,4,23.9
1514,1981,3,4,30.2
1515,1981,4,4,33.8
1516,1981,5,4,32.4
1517,1981,6,4,36.8
1518,1981,7,4,32
1519,1981,8,4,31.7
1520,1981,9,4,****
1521,1981,10,4,****
1522,1981,11,4,****
1523,1981,12,4,****
1524,1982,1,4,****
1525,1982,2,4,****
1526,1982,3,4,****
1527,1982,4,4,****
1528,1982,5,4,****
1529,1982,6,4,33.1
1530,1982,7,4,34.8
1531,1982,8,4,26.9
1532,1982,9,4,30.7
1533,1982,10,4,33.4
1534,1982,11,4,30.5
1535,1982,12,4,26.7
1536,1983,1,4,20.5
1537,1983,2,4,22.5
1538,1983,3,4,33.2
1539,1983,4,4,38.5
1540,1983,5,4,36.5
1541,1983,6,4,39.3
1542,1983,7,4,31
1543,1983,8,4,26.8
1544,1983,9,4,31.8
1545,1983,10,4,33.9
1546,1983,11,4,30.6
1547,1983,12,4,27.4
1548,1984,1,4,24
1549,1984,2,4,24.4
1550,1984,3,4,30.1
1551,1984,4,4,39.8
1552,1984,5,4,39
1553,1984,6,4,26
1554,1984,7,4,33.6
1555,1984,8,4,33.1
1556,1984,9,4,30
1557,1984,10,4,29.5
1558,1984,11,4,29.9
1559,1984,12,4,27
1560,1985,1,4,22.6
1561,1985,2,4,25
1562,1985,3,4,34.4
1563,1985,4,4,****
1564,1985,5,4,35.2
1565,1985,6,4,33
1566,1985,7,4,30.8
1567,1985,8,4,32.5
1568,1985,9,4,30.5
1569,1985,10,4,32.8
1570,1985,11,4,30.1
1571,1985,12,4,26
1572,1986,1,4,21.2
1573,1986,2,4,26
1574,1986,3,4,30
1575,1986,4,4,30.2
1576,1986,5,4,30.6
1577,1986,6,4,40.8
1578,1986,7,4,34
1579,1986,8,4,33.2
1580,1986,9,4,33.6
1581,1986,10,4,30.5
1582,1986,11,4,30.2
1583,1986,12,4,27
1584,1987,1,4,24.2
1585,1987,2,4,26.3
1586,1987,3,4,30.6
1587,1987,4,4,41
1588,1987,5,4,30
1589,1987,6,4,34.5
1590,1987,7,4,33.8
1591,1987,8,4,32
1592,1987,9,4,31.5
1593,1987,10,4,34.6
1594,1987,11,4,27.8
1595,1987,12,4,28
1596,1988,1,4,25.6
1597,1988,2,4,27.6
1598,1988,3,4,29.6
1599,1988,4,4,39.5
1600,1988,5,4,33
1601,1988,6,4,36.7
1602,1988,7,4,30.3
1603,1988,8,4,33.7
1604,1988,9,4,33.1
1605,1988,10,4,33.8
1606,1988,11,4,31
1607,1988,12,4,27.3
1608,1989,1,4,24
1609,1989,2,4,26.3
1610,1989,3,4,30.4
1611,1989,4,4,37
1612,1989,5,4,41.7
1613,1989,6,4,29.6
1614,1989,7,4,30
1615,1989,8,4,31.6
1616,1989,9,4,33.5
1617,1989,10,4,34.5
1618,1989,11,4,32.4
1619,1989,12,4,27.4
1620,1990,1,4,23.9
1621,1990,2,4,27
1622,1990,3,4,27.8
1623,1990,4,4,25.6
1624,1990,5,4,34
1625,1990,6,4,35.4
1626,1990,7,4,31.5
1627,1990,8,4,32.1
1628,1990,9,4,32.2
1629,1990,10,4,30.4
1630,1990,11,4,28
1631,1990,12,4,28.5
1632,1991,1,4,20.4
1633,1991,2,4,25.4
1634,1991,3,4,31.8
1635,1991,4,4,39
1636,1991,5,4,36
1637,1991,6,4,33.5
1638,1991,7,4,26.4
1639,1991,8,4,33.5
1640,1991,9,4,31.4
1641,1991,10,4,33
1642,1991,11,4,31.4
1643,1991,12,4,25
1644,1992,1,4,22
1645,1992,2,4,25.5
1646,1992,3,4,31.4
1647,1992,4,4,38.5
1648,1992,5,4,31.2
1649,1992,6,4,38.3
1650,1992,7,4,36.5
1651,1992,8,4,33.5
1652,1992,9,4,34.7
1653,1992,10,4,35
1654,1992,11,4,31
1655,1992,12,4,25.2
1656,1993,1,4,23.7
1657,1993,2,4,28.5
1658,1993,3,4,31.7
1659,1993,4,4,38
1660,1993,5,4,36.2
1661,1993,6,4,37.2
1662,1993,7,4,34
1663,1993,8,4,31.5
1664,1993,9,4,31.5
1665,1993,10,4,32.5
1666,1993,11,4,28
1667,1993,12,4,27.5
1668,1994,1,4,26
1669,1994,2,4,24.2
1670,1994,3,4,30.4
1671,1994,4,4,30.7
1672,1994,5,4,42.2
1673,1994,6,4,37.4
1674,1994,7,4,33
1675,1994,8,4,33.5
1676,1994,9,4,33.5
1677,1994,10,4,34
1678,1994,11,4,31.2
1679,1994,12,4,27.5
1680,1995,1,4,23.5
1681,1995,2,4,28
1682,1995,3,4,30
1683,1995,4,4,36.5
1684,1995,5,4,41.1
1685,1995,6,4,34.9
1686,1995,7,4,29.8
1687,1995,8,4,29.7
1688,1995,9,4,32.6
1689,1995,10,4,32.8
1690,1995,11,4,30.4
1691,1995,12,4,26
1692,1996,1,4,25.4
1693,1996,2,4,27.7
1694,1996,3,4,31.3
1695,1996,4,4,36.8
1696,1996,5,4,35.5
1697,1996,6,4,29.5
1698,1996,7,4,35.2
1699,1996,8,4,31.8
1700,1996,9,4,31.6
1701,1996,10,4,32.8
1702,1996,11,4,32.6
1703,1996,12,4,27.7
1704,1997,1,4,25
1705,1997,2,4,26
1706,1997,3,4,33
1707,1997,4,4,31.3
1708,1997,5,4,38.6
1709,1997,6,4,36.7
1710,1997,7,4,33.4
1711,1997,8,4,33.6
1712,1997,9,4,34.2
1713,1997,10,4,31.8
1714,1997,11,4,30.8
1715,1997,12,4,23.3
1716,1998,1,4,20.8
1717,1998,2,4,25.7
1718,1998,3,4,30.4
1719,1998,4,4,35.2
1720,1998,5,4,34
1721,1998,6,4,36.7
1722,1998,7,4,31.2
1723,1998,8,4,31.6
1724,1998,9,4,32.6
1725,1998,10,4,32
1726,1998,11,4,31.1
1727,1998,12,4,28
1728,1999,1,4,26.6
1729,1999,2,4,28.4
1730,1999,3,4,31.8
1731,1999,4,4,38.9
1732,1999,5,4,39.3
1733,1999,6,4,35.4
1734,1999,7,4,33.4
1735,1999,8,4,32.7
1736,1999,9,4,30.3
1737,1999,10,4,33
1738,1999,11,4,31.7
1739,1999,12,4,29
1740,2000,1,4,20.8
1741,2000,2,4,25.1
1742,2000,3,4,30.3
1743,2000,4,4,38
1744,2000,5,4,31.5
1745,2000,6,4,36.3
1746,2000,7,4,35.1
1747,2000,8,4,33.8
1748,2000,9,4,31.8
1749,2000,10,4,34.2
1750,2000,11,4,31.2
1751,2000,12,4,26
1752,2001,1,4,21.5
1753,2001,2,4,24.5
1754,2001,3,4,30.6
1755,2001,4,4,37.9
1756,2001,5,4,32.4
1757,2001,6,4,29.2
1758,2001,7,4,34.4
1759,2001,8,4,33.8
1760,2001,9,4,33
1761,2001,10,4,30
1762,2001,11,4,31.8
1763,2001,12,4,25.8
1764,2002,1,4,26.5
1765,2002,2,4,25.8
1766,2002,3,4,30.2
1767,2002,4,4,29.8
1768,2002,5,4,32.2
1769,2002,6,4,35.8
1770,2002,7,4,31.4
1771,2002,8,4,32.3
1772,2002,9,4,31.7
1773,2002,10,4,32.2
1774,2002,11,4,31
1775,2002,12,4,28
1776,2003,1,4,24.5
1777,2003,2,4,24
1778,2003,3,4,32.4
1779,2003,4,4,29.2
1780,2003,5,4,36.8
1781,2003,6,4,38
1782,2003,7,4,33.8
1783,2003,8,4,34.7
1784,2003,9,4,34
1785,2003,10,4,33.4
1786,2003,11,4,30.6
1787,2003,12,4,26.2
1788,2004,1,4,12.6
1789,2004,2,4,22.5
1790,2004,3,4,31.5
1791,2004,4,4,34
1792,2004,5,4,38.6
1793,2004,6,4,33.4
1794,2004,7,4,33.5
1795,2004,8,4,32.8
1796,2004,9,4,33.4
1797,2004,10,4,31
1798,2004,11,4,30
1799,2004,12,4,28.5
1800,2005,1,4,25
1801,2005,2,4,24
1802,2005,3,4,35.5
1803,2005,4,4,33.2
1804,2005,5,4,33.5
1805,2005,6,4,36.8
1806,2005,7,4,30
1807,2005,8,4,32.4
1808,2005,9,4,34.4
1809,2005,10,4,30
1810,2005,11,4,29.6
1811,2005,12,4,27
1812,2006,1,4,25.8
1813,2006,2,4,28.8
1814,2006,3,4,32.5
1815,2006,4,4,35.4
1816,2006,5,4,37.5
1817,2006,6,4,35.2
1818,2006,7,4,33.3
1819,2006,8,4,33.4
1820,2006,9,4,32.8
1821,2006,10,4,36
1822,2006,11,4,31.2
1823,2006,12,4,26.5
1824,2007,1,4,19.6
1825,2007,2,4,27.5
1826,2007,3,4,28
1827,2007,4,4,37.8
1828,2007,5,4,37
1829,2007,6,4,35.5
1830,2007,7,4,31
1831,2007,8,4,34.4
1832,2007,9,4,33.5
1833,2007,10,4,34.8
1834,2007,11,4,30.6
1835,2007,12,4,26.8
1836,2008,1,4,27.3
1837,2008,2,4,24
1838,2008,3,4,30.2
1839,2008,4,4,32.4
1840,2008,5,4,35
1841,2008,6,4,36
1842,2008,7,4,31.8
1843,2008,8,4,33.6
1844,2008,9,4,34.2
1845,2008,10,4,33.5
1846,2008,11,4,31.6
1847,2008,12,4,27
1848,2009,1,4,23.9
1849,2009,2,4,26
1850,2009,3,4,31.8
1851,2009,4,4,36.5
1852,2009,5,4,34.5
1853,2009,6,4,35.2
1854,2009,7,4,34.6
1855,2009,8,4,35
1856,2009,9,4,33.3
1857,2009,10,4,31.3
1858,2009,11,4,32.7
1859,2009,12,4,27
1860,2010,1,4,19.5
1861,2010,2,4,26.5
1862,2010,3,4,35.1
1863,2010,4,4,37.3
1864,2010,5,4,36.8
1865,2010,6,4,31.4
1866,2010,7,4,34
1867,2010,8,4,34.4
1868,2010,9,4,35.8
1869,2010,10,4,35
1870,2010,11,4,30.5
1871,2010,12,4,28
1872,2011,1,4,23
1873,2011,2,4,28
1874,2011,3,4,33
1875,2011,4,4,32.5
1876,2011,5,4,32.6
1877,2011,6,4,37.5
1878,2011,7,4,33.4
1879,2011,8,4,31.4
1880,2011,9,4,33.8
1881,2011,10,4,34
1882,2011,11,4,28.4
1883,2011,12,4,28.7
1884,2012,1,4,24.5
1885,2012,2,4,26.5
1886,2012,3,4,32.6
1887,2012,4,4,31.2
1888,2012,5,4,33.2
1889,2012,6,4,42
1890,2012,7,4,32.6
1891,2012,8,4,35.3
1892,2012,9,4,30.7
1893,2012,10,4,28.8
1894,2012,11,4,23
1895,2012,12,4,27.5
1896,2013,1,4,24.4
1897,2013,2,4,28.8
1898,2013,3,4,31.3
1899,2013,4,4,38.7
1900,2013,5,4,39
1901,2013,6,4,36.6
1902,2013,7,4,34.6
1903,2013,8,4,36.6
1904,2013,9,4,34.6
1905,2013,10,4,31.6
1906,2013,11,4,29.6
1907,2013,12,4,29
1908,2014,1,4,22.3
1909,2014,2,4,22.7
1910,2014,3,4,27.6
1911,2014,4,4,34.8
1912,2014,5,4,36.4
1913,2014,6,4,37
1914,2014,7,4,32.8
1915,2014,8,4,33
1916,2014,9,4,34.3
1917,2014,10,4,33.7
1918,2014,11,4,31.9
1919,2014,12,4,27.6
1920,2015,1,4,26
1921,2015,2,4,29.7
1922,2015,3,4,31
1923,2015,4,4,38.2
1924,2015,5,4,37.5
1925,2015,6,4,37.9
1926,2015,7,4,35.8
1927,2015,8,4,34.7
1928,2015,9,4,31
1929,2015,10,4,35
1930,2015,11,4,32.5
1931,2015,12,4,27.8
1932,2016,1,4,25.4
1933,2016,2,4,24.7
1934,2016,3,4,34
1935,2016,4,4,32.4
1936,2016,5,4,33
1937,2016,6,4,37.2
1938,2016,7,4,33
1939,2016,8,4,35
1940,2016,9,4,31.4
1941,2016,10,4,35.6
1942,2016,11,4,29.5
1943,2016,12,4,26.9
1944,2017,1,4,25.4
1945,2017,2,4,27.3
1946,2017,3,4,28.6
1947,2017,4,4,30.4
1948,2017,5,4,34.6
1949,2017,6,4,37.3
1950,2017,7,4,33.2
1951,2017,8,4,34
1952,2017,9,4,36
1953,2017,10,4,35
1954,2017,11,4,31.7
1955,2017,12,4,27.4
1956,2018,1,4,18
1957,2018,2,4,29.5
1958,2018,3,4,35.6
1959,2018,4,4,35.2
1960,2018,5,4,29.9
1961,2018,6,4,35.7
1962,2018,7,4,32
1963,2018,8,4,32.4
1964,2018,9,4,34.8
1965,2018,10,4,33.6
1966,2018,11,4,32
1967,2018,12,4,27.6
1968,2019,1,4,22.8
1969,2019,2,4,27
1970,2019,3,4,27.4
1971,2019,4,4,33
1972,2019,5,4,26.5
1973,2019,6,4,35.4
1974,2019,7,4,34.8
1975,2019,8,4,34.5
1976,2019,9,4,34.3
1977,2019,10,4,33.5
1978,2019,11,4,32
1979,2019,12,4,26.6
1980,2020,1,4,23.1
1981,2020,2,4,25
1982,2020,3,4,28.5
1983,2020,4,4,36.5
1984,2020,5,4,34.5
1985,2020,6,4,36.5
1986,2020,7,4,36
1987,2020,8,4,35.2
1988,2020,9,4,35.6
1989,2020,10,4,35.6
1990,2020,11,4,30.7
1991,2020,12,4,27.5
1992,2021,1,4,26.5
1993,2021,2,4,27.4
1994,2021,3,4,31.9
1995,2021,4,4,37.4
1996,2021,5,4,33
1997,2021,6,4,36.2
1998,2021,7,4,35.6
1999,2021,8,4,33.5
2000,2021,9,4,36.6
2001,2021,10,4,33.4
2002,2021,11,4,29.7
2003,2021,12,4,25.2
2004,2022,1,4,22.5
2005,2022,2,4,17.4
2006,2022,3,4,31.3
2007,2022,4,4,37
2008,2022,5,4,33.2
2009,2022,6,4,35
2010,2022,7,4,37.2
2011,2022,8,4,33.4
2012,2022,9,4,****
2013,2022,10,4,****
2014,2022,11,4,****
2015,2022,12,4,****
2016,1981,1,5,24
2017,1981,2,5,26.1
2018,1981,3,5,31.4
2019,1981,4,5,36.2
2020,1981,5,5,32.8
2021,1981,6,5,33.6
2022,1981,7,5,30.9
2023,1981,8,5,32.6
2024,1981,9,5,****
2025,1981,10,5,****
2026,1981,11,5,****
2027,1981,12,5,****
2028,1982,1,5,****
2029,1982,2,5,****
2030,1982,3,5,****
2031,1982,4,5,****
2032,1982,5,5,****
2033,1982,6,5,36
2034,1982,7,5,36.7
2035,1982,8,5,29.5
2036,1982,9,5,32.5
2037,1982,10,5,32.5
2038,1982,11,5,31
2039,1982,12,5,25.9
2040,1983,1,5,22.3
2041,1983,2,5,22.3
2042,1983,3,5,31.5
2043,1983,4,5,39.3
2044,1983,5,5,36
2045,1983,6,5,38.3
2046,1983,7,5,31.3
2047,1983,8,5,26.3
2048,1983,9,5,30.7
2049,1983,10,5,33.5
2050,1983,11,5,31.3
2051,1983,12,5,27.2
2052,1984,1,5,24
2053,1984,2,5,24.7
2054,1984,3,5,31.2
2055,1984,4,5,39.7
2056,1984,5,5,36.5
2057,1984,6,5,25.2
2058,1984,7,5,33.4
2059,1984,8,5,34.1
2060,1984,9,5,31
2061,1984,10,5,30.4
2062,1984,11,5,30
2063,1984,12,5,27
2064,1985,1,5,24
2065,1985,2,5,28
2066,1985,3,5,32
2067,1985,4,5,****
2068,1985,5,5,30.1
2069,1985,6,5,31.5
2070,1985,7,5,32
2071,1985,8,5,32.6
2072,1985,9,5,32
2073,1985,10,5,33
2074,1985,11,5,29.5
2075,1985,12,5,26.5
2076,1986,1,5,23.4
2077,1986,2,5,28
2078,1986,3,5,31
2079,1986,4,5,29.4
2080,1986,5,5,34.5
2081,1986,6,5,40.5
2082,1986,7,5,30
2083,1986,8,5,32.8
2084,1986,9,5,34.5
2085,1986,10,5,30
2086,1986,11,5,28.2
2087,1986,12,5,27.4
2088,1987,1,5,24.2
2089,1987,2,5,24.7
2090,1987,3,5,29.7
2091,1987,4,5,40.6
2092,1987,5,5,31.5
2093,1987,6,5,34.2
2094,1987,7,5,31.6
2095,1987,8,5,31
2096,1987,9,5,32.6
2097,1987,10,5,32.6
2098,1987,11,5,29.9
2099,1987,12,5,27.6
2100,1988,1,5,27.8
2101,1988,2,5,27.9
2102,1988,3,5,31.6
2103,1988,4,5,39.2
2104,1988,5,5,35
2105,1988,6,5,36.8
2106,1988,7,5,31.1
2107,1988,8,5,34.2
2108,1988,9,5,33.4
2109,1988,10,5,33.1
2110,1988,11,5,30
2111,1988,12,5,27.6
2112,1989,1,5,24.5
2113,1989,2,5,29.5
2114,1989,3,5,31.5
2115,1989,4,5,36.6
2116,1989,5,5,43.6
2117,1989,6,5,35
2118,1989,7,5,30.4
2119,1989,8,5,32.9
2120,1989,9,5,29.2
2121,1989,10,5,34
2122,1989,11,5,31.7
2123,1989,12,5,26.4
2124,1990,1,5,23.5
2125,1990,2,5,27.8
2126,1990,3,5,28.5
2127,1990,4,5,27.6
2128,1990,5,5,32.2
2129,1990,6,5,35.2
2130,1990,7,5,32.4
2131,1990,8,5,34
2132,1990,9,5,33.1
2133,1990,10,5,30.6
2134,1990,11,5,29.6
2135,1990,12,5,27.8
2136,1991,1,5,22.8
2137,1991,2,5,25.4
